lang_to_lang,x_in,y_in,x_out,y_out,Number_of_connections
Sweden_CelticEnglish,700,1111,5,61,5
Sweden_French,700,901,5,61,3
Sweden_Philippines,700,691,5,61,1
EastEuropean_EastEuropean,700,301,5,241,15
EastEuropean_German,700,811,5,241,5
EastEuropean_Romania,700,631,5,241,2
EastEuropean_Greek,700,601,5,241,1
EastEuropean_Portuguese,700,961,5,241,8
EastEuropean_EastAfrican,700,781,5,241,2
EastEuropean_SouthAsian,700,1081,5,241,19
EastEuropean_CelticEnglish,700,1111,5,241,25
EastEuropean_Indonesia,700,1021,5,241,13
EastEuropean_Spanish,700,991,5,241,4
EastEuropean_Pakistan,700,1051,5,241,9
EastEuropean_Maghreb,700,541,5,241,1
EastEuropean_Persian,700,871,5,241,1
EastEuropean_French,700,901,5,241,2
EastEuropean_Chinese,700,721,5,241,2
EastEuropean_Italy,700,451,5,241,1
EastEuropean_Vietnam,700,661,5,241,1
EastEuropean_WestAfrican,700,841,5,241,1
Norway_French,700,901,5,331,6
Norway_Pakistan,700,1051,5,331,52
Norway_Indonesia,700,1021,5,331,24
Norway_CelticEnglish,700,1111,5,331,44
Norway_Persian,700,871,5,331,3
Norway_SouthAsian,700,1081,5,331,11
Norway_Nubian,700,931,5,331,3
Norway_Jewish,700,751,5,331,3
Norway_Spanish,700,991,5,331,5
Norway_WestAfrican,700,841,5,331,2
Norway_Portuguese,700,961,5,331,12
Norway_German,700,811,5,331,4
Norway_EastAfrican,700,781,5,331,2
Norway_Chinese,700,721,5,331,2
Norway_Philippines,700,691,5,331,2
Norway_Norway,700,211,5,331,1
Norway_Sweden,700,151,5,331,1
South Korea_South Korea,700,511,5,421,79
South Korea_Chinese,700,721,5,421,4
South Korea_Nubian,700,931,5,421,6
South Korea_Pakistan,700,1051,5,421,26
South Korea_CelticEnglish,700,1111,5,421,48
South Korea_Persian,700,871,5,421,8
South Korea_Romania,700,631,5,421,5
South Korea_SouthAsian,700,1081,5,421,22
South Korea_EastAfrican,700,781,5,421,4
South Korea_WestAfrican,700,841,5,421,5
South Korea_Jewish,700,751,5,421,3
South Korea_Indonesia,700,1021,5,421,23
South Korea_German,700,811,5,421,17
South Korea_Vietnam,700,661,5,421,3
South Korea_Spanish,700,991,5,421,9
South Korea_French,700,901,5,421,8
South Korea_Turkey,700,571,5,421,1
South Korea_Malaysia,700,181,5,421,1
South Korea_Portuguese,700,961,5,421,5
South Korea_Greek,700,601,5,421,1
South Korea_Maghreb,700,541,5,421,1
South Korea_Philippines,700,691,5,421,2
South Korea_Italy,700,451,5,421,1
SouthAfrican_SouthAfrican,700,241,5,481,6
SouthAfrican_SouthAsian,700,1081,5,481,53
SouthAfrican_CelticEnglish,700,1111,5,481,185
SouthAfrican_EastAfrican,700,781,5,481,5
SouthAfrican_Spanish,700,991,5,481,18
SouthAfrican_Indonesia,700,1021,5,481,31
SouthAfrican_Persian,700,871,5,481,15
SouthAfrican_South Korea,700,511,5,481,1
SouthAfrican_Pakistan,700,1051,5,481,38
SouthAfrican_Portuguese,700,961,5,481,16
SouthAfrican_WestAfrican,700,841,5,481,6
SouthAfrican_French,700,901,5,481,6
SouthAfrican_German,700,811,5,481,5
SouthAfrican_Greek,700,601,5,481,5
SouthAfrican_Jewish,700,751,5,481,4
SouthAfrican_Vietnam,700,661,5,481,4
SouthAfrican_Chinese,700,721,5,481,4
SouthAfrican_Philippines,700,691,5,481,2
SouthAfrican_Romania,700,631,5,481,1
SouthAfrican_SouthSlavs,700,331,5,481,1
SouthAfrican_Nubian,700,931,5,481,1
Malaysia_CelticEnglish,700,1111,5,211,17
Malaysia_SouthAsian,700,1081,5,211,19
Malaysia_Spanish,700,991,5,211,3
Malaysia_ArabianPeninsula,700,421,5,211,1
Malaysia_Pakistan,700,1051,5,211,11
Malaysia_Persian,700,871,5,211,2
Malaysia_Nubian,700,931,5,211,3
Malaysia_Indonesia,700,1021,5,211,12
Malaysia_Portuguese,700,961,5,211,2
Malaysia_Jewish,700,751,5,211,1
Malaysia_French,700,901,5,211,2
Malaysia_Romania,700,631,5,211,2
Malaysia_WestAfrican,700,841,5,211,2
Malaysia_Italy,700,451,5,211,1
Malaysia_Malaysia,700,181,5,211,1
Malaysia_Japan,700,481,5,211,2
Russian_CelticEnglish,700,1111,5,271,34
Russian_German,700,811,5,271,7
Russian_Pakistan,700,1051,5,271,32
Russian_SouthAsian,700,1081,5,271,18
Russian_Romania,700,631,5,271,3
Russian_Spanish,700,991,5,271,2
Russian_Chinese,700,721,5,271,7
Russian_French,700,901,5,271,3
Russian_Indonesia,700,1021,5,271,22
Russian_Persian,700,871,5,271,9
Russian_Portuguese,700,961,5,271,7
Russian_Vietnam,700,661,5,271,5
Russian_Russian,700,271,5,271,12
Russian_Nubian,700,931,5,271,3
Russian_Jewish,700,751,5,271,1
Russian_WestAfrican,700,841,5,271,7
Thailand_Indonesia,700,1021,5,151,5
Thailand_SouthAsian,700,1081,5,151,9
Thailand_Persian,700,871,5,151,4
Thailand_Pakistan,700,1051,5,151,5
Thailand_CelticEnglish,700,1111,5,151,9
Thailand_WestAfrican,700,841,5,151,1
Thailand_Vietnam,700,661,5,151,2
Thailand_French,700,901,5,151,3
Thailand_South Korea,700,511,5,151,1
Thailand_Nubian,700,931,5,151,1
Thailand_Portuguese,700,961,5,151,2
Thailand_Thailand,700,121,5,151,1
Thailand_Romania,700,631,5,151,1
Finland_Portuguese,700,961,5,181,3
Finland_Spanish,700,991,5,181,3
Finland_SouthAsian,700,1081,5,181,7
Finland_CelticEnglish,700,1111,5,181,9
Finland_Vietnam,700,661,5,181,1
Finland_Nubian,700,931,5,181,3
Finland_Pakistan,700,1051,5,181,3
Finland_Indonesia,700,1021,5,181,11
Finland_South Korea,700,511,5,181,1
Finland_Persian,700,871,5,181,1
Finland_French,700,901,5,181,3
Finland_German,700,811,5,181,1
Finland_Finland,700,91,5,181,1
Maghreb_SouthAsian,700,1081,5,121,7
Maghreb_Portuguese,700,961,5,121,3
Maghreb_CelticEnglish,700,1111,5,121,7
Maghreb_Spanish,700,991,5,121,3
Maghreb_Indonesia,700,1021,5,121,5
Maghreb_WestAfrican,700,841,5,121,2
Maghreb_Pakistan,700,1051,5,121,4
Maghreb_EastAfrican,700,781,5,121,1
Maghreb_Persian,700,871,5,121,2
Maghreb_French,700,901,5,121,1
Maghreb_Jewish,700,751,5,121,6
Maghreb_Maghreb,700,541,5,121,2
Cambodia_CelticEnglish,700,1111,5,31,3
Cambodia_Pakistan,700,1051,5,31,2
Cambodia_SouthAsian,700,1081,5,31,1
Cambodia_Indonesia,700,1021,5,31,1
Denmark_Indonesia,700,1021,5,91,7
Denmark_French,700,901,5,91,2
Denmark_CelticEnglish,700,1111,5,91,7
Denmark_SouthAsian,700,1081,5,91,3
Denmark_Portuguese,700,961,5,91,2
Denmark_Pakistan,700,1051,5,91,1
Denmark_Romania,700,631,5,91,1
Denmark_Spanish,700,991,5,91,1
Denmark_EastAfrican,700,781,5,91,1
Denmark_Denmark,700,61,5,91,1
Denmark_SouthSlavs,700,331,5,91,1
Myanmar_CelticEnglish,700,1111,5,1,3
Myanmar_Philippines,700,691,5,1,1
Myanmar_SouthAsian,700,1081,5,1,2
